cumulative_supply,cumulative_tvl_usd,day,net_flow,net_flow_usd,supply_amount,supply_amount_usd,withdraw_amount,withdraw_amount_usd
1833602885.8349519,1835329547.2001562,2024-07-19,-2114455.665059002,-2115278.1883127075,12104995.536624001,12109704.379887749,14219451.201683003,14224982.568200456
1896426095.218803,1898186492.6474464,2024-07-20,-38496036.326781034,-38516708.698288456,62823209.38385102,62856945.44729011,101319245.71063206,101373654.14557856
1931822632.2671819,1933589401.072494,2024-07-21,-15727043.07105098,-15729873.938803852,35396537.048379034,35402908.42504766,51123580.11943001,51132782.36385151
1964561731.9223888,1966336980.1545117,2024-07-22,-28724012.26485313,-28731451.784029525,32739099.655206885,32747579.082017723,61463111.920060016,61479030.86604725
1983377726.9571388,1985161103.6991167,2024-07-23,-3789700.9589680023,-3791338.109782271,18815995.03475,18824123.544605017,22605695.993718002,22615461.654387288
2009935048.3170109,2011735952.8910863,2024-07-24,-51067991.01983397,-51101695.8939071,26557321.35987201,26574849.191969518,77625312.37970598,77676545.08587661
2036416193.335871,2038234548.9845138,2024-07-25,-1714763.2505960204,-1715893.279578153,26481145.01885999,26498596.093427435,28195908.26945601,28214489.373005588
2036416193.365751,2038234549.0144062,2024-07-26,-655938.8070729999,-656214.3013719707,0.02988,0.029892549600000002,655938.8369529999,656214.3312645203
2036458466.165751,2038276852.927187,2024-07-27,19173.142925000007,19187.254358192797,42272.8,42303.9127808,23099.657074999996,23116.6584226072
2039111427.728533,2040931729.9282174,2024-07-28,-9011588.796676999,-9018095.163788198,2652961.5627820003,2654877.0010303278,11664550.359459,11672972.164818525
2075396349.532139,2077251194.9773805,2024-07-29,-26595145.433380984,-26620464.0118336,36284921.80360601,36319465.04916303,62880067.236986995,62939929.06099663
2077366480.030579,2079222866.1178703,2024-07-30,718448.5170860002,719010.3438263608,1970130.4984400002,1971671.1404897796,1251681.981354,1252660.7966634189
2086807540.2655141,2088674028.2872567,2024-07-31,-9440960.234955002,-9451062.062406402,9441060.234934997,9451162.169386383,18882020.46989,18902224.231792785
2137236864.3221402,2139131945.7706227,2024-08-01,-55635232.72881399,-55666777.90577132,50429324.05662602,50457917.483366035,106064556.78544001,106124695.38913736
2157606035.46676,2159526313.5799484,2024-08-02,6781534.732571015,6789923.491035216,20369171.14462001,20394367.809325922,13587636.412048994,13604444.318290707
2171966526.23108,2173903304.5481567,2024-08-03,7538148.940054007,7546810.273186127,14360490.764320005,14376990.96820821,6822341.824265998,6830180.695022084
2181271089.831088,2183216902.8794203,2024-08-04,-26315638.296807993,-26341190.781594202,9304563.600008,9313598.33126361,35620201.89681599,35654789.11285781
3009775693.2380943,3012928637.4935937,2024-08-05,-295290197.2938218,-295720435.1112703,828504603.407006,829711734.6141735,1123794800.7008278,1125432169.7254438
3136241600.5692945,3139410605.995025,2024-08-06,-65941408.05444786,-65949782.613270864,126465907.33120018,126481968.50143139,192407315.38564804,192431751.11470225
3141975145.3602057,3145149224.9730763,2024-08-07,3209719.196059,3212559.797547512,5733544.790911,5738618.978050956,2523825.594852,2526059.1805034433
3150778294.210746,3153949134.264839,2024-08-08,-16914632.376279004,-16908407.791564543,8803148.85054,8799909.291763,25717781.226819,25708317.083327543
3185020620.566463,3188176085.8160224,2024-08-09,-15238529.954167992,-15231687.854218565,34242326.35571699,34226951.55118327,49480856.30988498,49458639.40540183
3185934398.854215,3189090407.8018556,2024-08-10,-3647571.2510979995,-3649741.555992402,913778.2877519999,914321.9858332126,4561349.538849999,4564063.541825615
3203800817.3762193,3206960113.744868,2024-08-11,-26791354.38827101,-26796283.997478463,17866418.522004,17869705.94301205,44657772.91027501,44665989.940490514
3219566380.502209,3222730737.616621,2024-08-12,-18918368.991185002,-18924441.787631184,15765563.125990016,15770623.871753441,34683932.11717502,34695065.65938462
3250818095.925424,3253984984.4287853,2024-08-13,-10320876.924147885,-10321712.91517876,31251715.423215073,31254246.812164366,41572592.34736296,41575959.72734313
3319217308.354424,3322409778.1632338,2024-08-14,-53496866.82925399,-53516874.65744801,68399212.42899998,68424793.73444849,121896079.25825396,121941668.3918965
3370334070.089897,3373545248.633502,2024-08-15,-65177044.22847106,-65200899.026658654,51116761.735473044,51135470.47026819,116293805.9639441,116336369.49692684
3370369996.764644,3373581194.9960666,2024-08-16,-28128.517148000014,-28143.931575397102,35926.674747,35946.36256476135,64055.19189500001,64090.294140158454
3477597801.210404,3480891779.3068585,2024-08-17,-33517980.67295806,-33543856.554037526,107227804.44575982,107310584.31079207,140745785.11871788,140854440.8648296
3482202615.851996,3485496819.5843678,2024-08-18,-5681953.458137998,-5682231.873857445,4604814.641592,4605040.277509437,10286768.099729998,10287272.151366882
3522732390.679836,3526041266.1906953,2024-08-19,-29133786.13414398,-29144332.56472455,40529774.827840045,40544446.60632767,69663560.96198402,69688779.17105222
3579813813.243484,3583168639.2995067,2024-08-20,-10925250.530887954,-10934045.357565373,57081422.56364802,57127373.1088116,68006673.09453598,68061418.46637698
3599663209.778988,3603023375.3226786,2024-08-21,-2482305.8154940084,-2482973.5557583906,19849396.535503987,19854736.02317204,22331702.350997996,22337709.57893043
3607727407.124113,3611089395.1764035,2024-08-22,-6451691.503103002,-6453149.585382709,8064197.345125004,8066019.853724994,14515888.848228006,14519169.439107703
3672248233.357779,3675564734.227575,2024-08-23,-35652759.64408787,-35627624.44853874,64520826.23366604,64475339.051171534,100173585.87775391,100102963.49971028
3687506565.854949,3690826209.9412394,2024-08-24,-17413705.12640989,-17417292.349665932,15258332.497170018,15261475.71366441,32672037.623579904,32678768.06333034
3703182706.237109,3706498917.248656,2024-08-25,-7887633.560049918,-7885906.168300407,15676140.382160027,15672707.307416247,23563773.942209944,23558613.475716654
3974253272.9752364,3977754083.042735,2024-08-26,-40115196.78926492,-40142515.23827338,271070566.7381271,271255165.79407936,311185763.527392,311397681.03235275
4097004875.585741,4100576022.321535,2024-08-27,-87694511.85525191,-87744760.81054458,122751602.61050442,122821939.27879995,210446114.46575633,210566700.08934453
4200276671.7330437,4203895013.679677,2024-08-28,-108814471.31989661,-108864199.53329115,103271796.14730284,103318991.3581421,212086267.46719944,212183190.89143324
4254581279.8033934,4258228837.629169,2024-08-29,-55521345.843378186,-55551216.32744189,54304608.07034989,54333823.94949176,109825953.91372807,109885040.27693366
4376632831.343535,4380378640.668301,2024-08-30,-69803463.95085388,-69859655.73933464,122051551.540142,122149803.03913188,191855015.49099588,192009458.77846652
4411452859.352136,4415234150.285441,2024-08-31,3154868.92310898,3158083.734541718,34820028.00859996,34855509.61714082,31665159.08549098,31697425.882599104
4442166055.132191,4446008772.457056,2024-09-01,6713250.116865002,6726676.617098734,30713195.780054998,30774622.171615124,23999945.663189996,24047945.55451639
4501036051.146317,4504906437.369308,2024-09-02,6869256.164593928,6872484.714991398,58869996.01412597,58897664.91225265,52000739.849532045,52025180.19726125
4585040191.199017,4588959215.819099,2024-09-03,-30021649.393829077,-30039031.92882791,84004140.0526999,84052778.44979061,114025789.44652897,114091810.37861852
4709482466.148876,4713415801.630579,2024-09-04,-113804309.71181917,-113817397.20743458,124442274.94985983,124456585.8114792,238246584.661679,238273983.01891378
5034604195.554932,5038807382.072041,2024-09-05,-211069694.13597584,-211244881.98210263,325121729.40605545,325391580.441462,536191423.5420313,536636462.4235646
5245482820.730959,5249869893.409222,2024-09-06,-63320556.161782205,-63375771.68675393,210878625.17602724,211062511.33718103,274199181.33780944,274438283.02393496
5245517783.896819,5249904901.048228,2024-09-07,-354708.04111,-355159.22973829194,34963.165859999994,35007.63900697391,389671.20697,390166.8687452658
5245517783.896819,5249904901.048228,2024-09-08,-94896.71615999998,-94926.13414200963,0.0,0.0,94896.71615999998,94926.13414200963
5253058601.235211,5257447792.111388,2024-09-09,-3610923.096631998,-3611916.1004835702,7540817.3383920025,7542891.06316006,11151740.435024,11154807.16364363
5258391380.08472,5262781008.248762,2024-09-10,-847631.6614530012,-847701.16724924,5332778.849507999,5333216.137373658,6180410.510961,6180917.304622898
5436235221.194143,5440729599.3806,2024-09-11,-464082.3856022358,-464355.73012664914,177843841.10942394,177948591.13183752,178307923.49502617,178412946.86196417
5468915036.292451,5473416440.639154,2024-09-12,-30328249.81800783,-30334770.391719393,32679815.09830797,32686841.258554235,63008064.9163158,63021611.65027363
5529272616.781151,5533785126.922665,2024-09-13,-43338347.85728033,-43346322.11328583,60357580.48869997,60368686.28350984,103695928.3459803,103715008.39679568
5535587948.886931,5540101715.779534,2024-09-14,-163816.68977099285,-163849.289292261,6315332.105781003,6316588.856870055,6479148.795551996,6480438.146162316
5539944349.878271,5544463453.362089,2024-09-15,-1852236.8196370006,-1854505.8097410537,4356400.991339999,4361737.582554392,6208637.810977,6216243.392295445
5544265430.673781,5548786634.202866,2024-09-16,-3620999.480445005,-3622759.2861924935,4321080.795509999,4323180.840776619,7942080.275955004,7945940.126969112
5556537270.050525,5561060927.947484,2024-09-17,-6753759.713871999,-6755110.465814818,12271839.37674299,12274293.744618315,19025599.09061499,19029404.210433133
5593692195.874518,5598186055.5209675,2024-09-18,-13633530.163576968,-13622596.072385825,37154925.82399401,37125127.57348315,50788455.98757098,50747723.64586897
5772914435.7577505,5777404352.514923,2024-09-19,-25133189.548454046,-25132636.618282914,179222239.88323215,179218296.99395564,204355429.4316862,204350933.61223856
5818017039.391807,5822513090.103073,2024-09-20,-40290928.73370105,-40296408.30000882,45102603.63405602,45108737.58815026,85393532.36775707,85405145.88815908
5823520991.174207,5828018379.345757,2024-09-21,-1099912.3050500005,-1100179.5837401226,5503951.782400001,5505289.242683125,6603864.087450001,6605468.826423247
5833937481.126731,5838435025.5456295,2024-09-22,987546.5323169976,987561.3455149848,10416489.952523995,10416646.19987329,9428943.420206998,9429084.854358304
5840626395.583021,5845124923.272345,2024-09-23,-3486618.0780459987,-3487130.6109034736,6688914.456290002,6689897.726715077,10175532.534336,10177028.33761855
5916346015.917102,5920836593.046289,2024-09-24,-7269653.594008729,-7268890.280381486,75719620.33408028,75711669.77394518,82989273.92808901,82980560.05432667
5965813376.810862,5970318447.876791,2024-09-25,-24082616.759198047,-24089672.965908803,49467360.89375997,49481854.830501504,73549977.65295802,73571527.7964103
6115574767.704742,6120164304.195136,2024-09-26,-17539622.26058495,-17549514.607539803,149761390.89388102,149845856.31834543,167301013.15446597,167395370.92588523
8089755751.352837,8095283023.810473,2024-09-27,-659821619.1080525,-660135034.3770893,1974180983.648094,1975118719.6153376,2634002602.7561464,2635253753.992427
8131664536.883677,8137244195.323227,2024-09-28,-10577668.272230044,-10590890.357570253,41908785.53083999,41961171.5127536,52486453.80307003,52552061.87032385
8147589176.394319,8153179695.438015,2024-09-29,2525300.3359219953,2527022.5907511096,15924639.510641996,15935500.114788266,13399339.17472,13408477.524037156
8218631498.520906,8224329149.38637,2024-09-30,42001697.82072404,42065036.3810377,71042322.12658803,71149453.94835494,29040624.30586399,29084417.567317244
8332414733.359166,8338184977.928456,2024-10-01,-14750822.592168063,-14760233.61698185,113783234.83825998,113855828.5420868,128534057.43042804,128616062.15906864
8337655430.245206,8343431156.583439,2024-10-02,-2735812.193588,-2738673.8531424934,5240696.886039999,5246178.654982798,7976509.079627999,7984852.508125291
8436545615.233723,8442374544.49148,2024-10-03,-33696663.59960309,-33714792.404619515,98890184.98851687,98943387.90804085,132586848.58811995,132658180.31266037
8523293971.471203,8529188569.234632,2024-10-04,-21145641.10807009,-21161648.358388767,86748356.23747998,86814024.74315177,107893997.34555008,107975673.10154054
8523313889.340691,8529208503.616034,2024-10-05,-678404.7295649999,-678967.1270858094,19917.869488,19934.381401805553,698322.599053,698901.5084876149
8523316002.073619,8529210616.082757,2024-10-06,-8110.394248999999,-8109.3723393246255,2112.732928,2112.4667236510722,10223.127176999998,10221.839062975698
8576573069.967644,8582497667.706006,2024-10-07,-5917441.988224953,-5920773.508064359,53257067.894025065,53287051.62324941,59174509.88225002,59207825.13131377
8769796851.058062,8775850135.834631,2024-10-08,-54082515.965804726,-54118534.921438634,193223781.09041873,193352468.12862504,247306297.05622345,247471003.05006367
8880398904.812252,8886532486.67985,2024-10-09,-8507850.29096876,-8514026.990279213,110602053.75419134,110682350.84521775,119109904.0451601,119196377.83549696
8920082994.752811,8926239910.865295,2024-10-10,-50955075.10839218,-50985036.69255572,39684089.940559834,39707424.18544493,90639165.04895201,90692460.87800065
8945736726.83237,8951895874.819546,2024-10-11,-31807482.28621496,-31810249.53717386,25653732.079559993,25655963.95425093,57461214.36577495,57466213.49142479
8949702867.258987,8955861654.327383,2024-10-12,-8276389.986739004,-8275636.835250201,3966140.4266159968,3965779.507837176,12242530.413355,12241416.343087377
8960391022.154057,8966556874.092838,2024-10-13,964918.2428809777,965556.0538395327,10688154.895069975,10695219.765455635,9723236.652188998,9729663.711616103
9009266325.714207,9015428121.002792,2024-10-14,-28822913.89079404,-28820521.588941082,48875303.56014992,48871246.9099545,77698217.45094396,77691768.49889559
9143408425.472412,9149533197.541464,2024-10-15,-134926704.6834955,-134889464.91300243,134142099.75820479,134105076.53867161,269068804.4417003,268994541.45167404
9940529777.690031,9946417007.59612,2024-10-16,-394827552.01765025,-394709893.4071412,797121352.2176188,796883810.0546572,1191948904.235269,1191593703.4617984
10107108007.682062,10112999735.200361,2024-10-17,-176475846.60311493,-176480611.45097372,166578229.99203083,166582727.6042408,343054076.59514576,343063339.0552145
10208706531.297047,10214610450.638178,2024-10-18,-39181853.49145813,-39186555.313877165,101598523.61498393,101610715.43781751,140780377.10644206,140797270.75169468
10237969583.841778,10243870489.088497,2024-10-19,-21172102.620075,-21169921.89350508,29263052.544732016,29260038.450319886,50435155.164807014,50429960.34382497
10251717964.115757,10257603278.699247,2024-10-20,-26896995.931503054,-26866494.738116704,13748380.273979995,13732789.610749299,40645376.20548305,40599284.348866
10374696455.473017,10380585090.475775,2024-10-21,-9038470.851088598,-9038714.88980116,122978491.3572598,122981811.77652657,132016962.2083484,132020526.66632773
10411435228.687586,10417329999.065472,2024-10-22,-7397099.330490045,-7398334.646078147,36738773.21456995,36744908.58969692,44135872.545059994,44143243.23577507
10437582652.668966,10443459590.503696,2024-10-23,-9248077.197252017,-9241770.00860342,26147423.981379997,26129591.43822476,35395501.17863201,35371361.44682818
10473256137.154387,10479138211.970882,2024-10-24,11821214.991331976,11822917.246290758,35673484.485419996,35678621.46718589,23852269.49408802,23855704.220895134
10836348896.417042,10842664140.895338,2024-10-25,-120877741.59064716,-121021948.7363652,363092759.26265556,363525928.92445654,483970500.8533027,484547877.66082174
10870283857.17245,10876627030.123447,2024-10-26,-22311341.63136995,-22329703.86553266,33934960.75540808,33962889.22810969,56246302.38677803,56292593.09364235
10876243552.528313,10882587935.297468,2024-10-27,3803698.0610259986,3804470.211732389,5959695.355864,5960905.174021241,2155997.294838001,2156434.9622888523
10897092376.319082,10903438969.06356,2024-10-28,-20703937.110478006,-20706131.727811705,20848823.790769972,20851033.76609182,41552760.90124798,41557165.493903525
10940877894.413557,10947220809.174515,2024-10-29,-42623787.18026498,-42620206.78214175,43785518.09447411,43781840.11095414,86409305.27473909,86402046.8930959
11042453415.290329,11048813699.465357,2024-10-30,-61805630.10473867,-61816198.867487475,101575520.87677188,101592890.29084153,163381150.98151055,163409089.158329
11051620143.920101,11057986157.300522,2024-10-31,2107201.9802970085,2108518.981534683,9166728.629772007,9172457.835165605,7059526.649474999,7063938.853630922
11179005184.4348,11185440240.507177,2024-11-01,-26393581.768677622,-26407887.089996964,127385040.51469752,127454083.20665574,153778622.28337514,153861970.2966527
11201991446.401136,11208451902.292988,2024-11-02,-1407102.4856469892,-1408657.3338936158,22986261.966338012,23011661.785810802,24393364.451985,24420319.119704418
11221548400.195736,11228025264.371822,2024-11-03,-4640278.446539998,-4644171.640156671,19556953.7946,19573362.078833655,24197232.241139997,24217533.718990326
11264136358.401608,11270647037.41651,2024-11-04,-12990016.455998003,-13000330.529064015,42587958.20587101,42621773.0446865,55577974.66186901,55622103.57375052
11265363168.824598,11271874353.285395,2024-11-05,-42387.69045799994,-42405.15418646857,1226810.4229899999,1227315.868884272,1269198.1134479998,1269721.0230707405
11270836360.274332,11277345612.698545,2024-11-06,-2906792.9765979983,-2905766.878677265,5473191.449733002,5471259.413151243,8379984.426331,8377026.291828508
11368160850.154327,11374651610.925463,2024-11-07,4234463.856517211,4233659.308384329,97324489.87999524,97305998.22691794,93090026.02347803,93072338.91853361
11459550314.109787,11466026635.345617,2024-11-08,11008592.336301804,11006852.978712901,91389463.95545985,91375024.42015514,80380871.61915804,80368171.44144224
11854057019.18081,11860142384.271915,2024-11-09,-9145180.233108878,-9136117.359498203,394506705.07102454,394115748.92629755,403651885.3041334,403251866.28579575
11951739578.968475,11957799253.546356,2024-11-10,4884144.168224961,4882859.638308838,97682559.787665,97656869.27444081,92798415.61944003,92774009.63613197
12081291758.781504,12087289248.313074,2024-11-11,-36243190.171885595,-36225793.44060354,129552179.81302844,129489994.76671775,165795369.98491403,165715788.2073213
12086830222.061216,12092829555.901058,2024-11-12,-4882500.874453001,-4884126.747244191,5538463.279711999,5540307.587984144,10420964.154165,10424434.335228335
12127859775.750704,12133868546.387896,2024-11-13,-21292429.39783211,-21297326.65659354,41029553.68948791,41038990.48683658,62321983.08732002,62336317.14343012
12176543396.208748,12182574658.67859,2024-11-14,28558269.677229017,28571463.59781992,48683620.45804401,48706112.29069565,20125350.78081499,20134648.69287573
12231400513.967815,12237441650.718855,2024-11-15,-30768321.00985107,-30773859.307632677,54857117.75906682,54866992.040263765,85625438.76891789,85640851.34789644
12239552702.731543,12245598926.448372,2024-11-16,-2721361.2398840003,-2723059.369297686,8152188.763727998,8157275.729516569,10873550.003611999,10880335.098814255
12303322433.30495,12309424901.924145,2024-11-17,-63769730.573407985,-63825975.47577389,63769730.57340803,63825975.47577367,127539461.14681602,127651950.95154756
12877503915.236897,12883722368.515444,2024-11-18,-219255780.58854902,-219300070.25622714,574181481.9319452,574297466.5912994,793437262.5204942,793597536.8475266
12998329411.10992,13004557892.904625,2024-11-19,-86166574.6265956,-86173726.45228937,120825495.87302418,120835524.38918191,206992070.49961978,207009250.84147128
13075030587.41068,13081265972.311253,2024-11-20,-29621007.39029795,-29623673.280962974,76701176.30076012,76708079.40662712,106322183.69105807,106331752.68759009
13177420582.300058,13183592280.62381,2024-11-21,-14972988.095702246,-14963674.89710638,102389994.88937785,102326308.31255691,117362982.9850801,117289983.20966329
13606249096.16508,13612140769.469276,2024-11-22,327313106.2975613,327099370.8391495,428828513.86502016,428548488.845467,101515407.56745887,101449118.0063175
13781203379.09301,13786954389.153732,2024-11-23,12000057.660429955,11990409.614071041,174954282.92792988,174813619.6844559,162954225.26749992,162823210.07038486
13812270729.159498,13818016582.04011,2024-11-24,-18189196.147799987,-18186176.741239525,31067350.066487987,31062192.886376917,49256546.214287974,49248369.62761644
13815170937.339775,13820917947.40345,2024-11-25,-7322198.193796003,-7325119.750875328,2900208.180275999,2901365.363339927,10222406.374072002,10226485.114215255
13976098156.824032,13981888456.309748,2024-11-26,-12188517.329859555,-12191796.041021943,160927219.48425618,160970508.90629745,173115736.81411573,173162304.9473194
14158435851.402552,14164173090.619146,2024-11-27,-133462284.89319149,-133423447.36828735,182337694.57852063,182284634.3093985,315799979.4717121,315708081.67768586
14195293713.338213,14201032979.737213,2024-11-28,-32336966.1517108,-32338744.684849404,36857861.935661055,36859889.11806733,69194828.08737186,69198633.80291674
14629363476.526672,14634935191.997082,2024-11-29,-235725720.50682163,-235634730.37870574,434069763.1884593,433902212.259869,669795483.6952809,669536942.6385747
14691801471.355421,14697319177.960302,2024-11-30,-6185766.1209239885,-6180415.433229268,62437994.828748055,62383985.96322125,68623760.94967204,68564401.39645052
14706686440.203173,14712187014.20891,2024-12-01,-6284175.799645983,-6276942.713300612,14884968.847752012,14867836.248608239,21169144.647397995,21144778.96190885
14816467722.814556,14821897927.01814,2024-12-02,18343266.284718886,18331508.251030445,109781282.61138399,109710912.80923004,91438016.3266651,91379404.5581996
15082864075.207872,15088081695.122248,2024-12-03,-102899800.08150876,-102817686.04104328,266396352.3933168,266183768.1041078,369296152.47482556,369001454.1451511
15304223548.72149,15309465075.459005,2024-12-04,-40829487.34802657,-40833896.93266106,221359473.5136179,221383380.33675802,262188960.86164448,262217277.26941907
15825345253.624022,15830602935.134388,2024-12-05,44263176.79044092,44264548.94892073,521121704.90253097,521137859.6753819,476858528.11209005,476873310.7264612
15841718497.923634,15846967779.959675,2024-12-06,-54586013.83675596,-54558011.211657815,16373244.299611997,16364844.825286292,70959258.13636796,70922856.0369441
15943681965.053171,15948830813.07409,2024-12-07,30796949.19452195,30766614.1995655,101963467.12953693,101863033.11441438,71166517.93501498,71096418.91484888
16070254965.65059,16075426343.665615,2024-12-08,-58311009.66334742,-58321389.023067355,126573000.59741989,126595530.59152645,184884010.2607673,184916919.6145938
16095747663.843454,16100928117.259035,2024-12-09,-5065471.148568992,-5067274.456297863,25492698.192863025,25501773.5934197,30558169.341432016,30569048.049717564
16258124033.983109,16263342645.845673,2024-12-10,-82784636.66783017,-82804091.05744681,162376370.1396549,162414528.58663797,245161006.80748507,245218619.64408478
16550766155.898342,16555777869.780708,2024-12-11,-93222311.42582816,-93156403.25165623,292642121.9152337,292435223.93503666,385864433.34106183,385591627.1866929
16639221776.884802,16644220399.335262,2024-12-12,-115085759.99825221,-115068727.3057725,88455620.98646012,88442529.55455388,203541380.98471233,203511256.86032638
16683531236.684042,16688520820.004704,2024-12-13,-10729241.140950039,-10727052.375757195,44309459.79923996,44300420.669440985,55038700.94019,55027473.04519818
16712898086.026852,16717890929.06779,2024-12-14,-8427903.243998993,-8428838.741259098,29366849.342808988,29370109.063086085,37794752.58680798,37798947.80434518
16800603410.301886,16805571169.62008,2024-12-15,7659837.266866073,7657646.553407341,87705324.2750341,87680240.55229099,80045487.00816803,80022593.99888365
16874689498.406187,16879667852.034983,2024-12-16,-6891219.860465124,-6892205.304904878,74086088.10430203,74096682.41490106,80977307.96476716,80988887.71980594
16954702652.491278,16959715171.736866,2024-12-17,-4683364.556986049,-4685364.353651971,80013154.08508992,80047319.70188425,84696518.64207597,84732684.05553623
17218084288.058945,17223246934.836803,2024-12-18,-350159.71256020665,-350359.3035966158,263381635.56766605,263531763.09993926,263731795.28022626,263882122.40353587
17448287851.471024,17453664817.76642,2024-12-19,-98174842.96516767,-98266243.74396855,230203563.41208026,230417882.92961675,328378406.3772479,328684126.6735853
17612560210.916935,17618062352.75023,2024-12-20,-22430372.668711603,-22447464.612685204,164272359.44591227,164397534.98380995,186702732.11462387,186844999.59649515
17711828152.802036,17717424102.840412,2024-12-21,31853820.725019038,31883922.585604146,99267941.88510303,99361750.09018444,67414121.160084,67477827.50458029
17807508504.499462,17813197742.88074,2024-12-22,4455456.2530799955,4459800.3229267,95680351.697424,95773640.04032892,91224895.444344,91313839.71740222
18049832934.10287,18055624433.393444,2024-12-23,-89925745.04511932,-89963693.70952785,242324429.60340968,242426690.51270258,332250174.648529,332390384.22223043
18223853406.83837,18229741661.511784,2024-12-24,-190356955.85430464,-190462794.32176033,174020472.73549905,174117228.1183398,364377428.5898037,364580022.44010013
18378208798.757698,18384125609.178616,2024-12-25,-173707278.25330615,-173739414.09978276,154355391.91932797,154383947.6668328,328062670.1726341,328123361.76661557
18432340159.14671,18438292371.47732,2024-12-26,11265790.190517984,11273158.017302595,54131360.38901,54166762.298704416,42865570.19849201,42893604.28140182
18448457106.10346,18454425435.381027,2024-12-27,-6383053.043249998,-6389436.096293248,16116946.956750002,16133063.903706748,22500000.0,22522499.999999996
18477622482.61004,18483629339.34997,2024-12-28,12260582.602453,12276778.83207082,29165376.506581,29203903.968946174,16904793.904128,16927125.136875354
18561416959.277843,18567576740.9377,2024-12-29,14748681.789323911,14775598.13358961,83794476.66780591,83947401.58772483,69045794.878482,69171803.45413522
19027261358.542595,19033777045.323483,2024-12-30,148616536.4288203,148730079.4626484,465844399.2647506,466200304.3857851,317227862.8359303,317470224.9231367
19092486825.73189,19099065781.215954,2024-12-31,18293755.110345066,18311500.05280201,65225467.18929606,65288735.8924696,46931712.07895099,46977235.83966759
19194128272.8557,19200810191.125698,2025-01-01,10688625.329810113,10699452.907269105,101641447.12380813,101744409.90974438,90952821.79399802,91044957.00247528
19220306465.002007,19226999718.429203,2025-01-02,-11720709.13379101,-11725784.20084593,26178192.146305,26189527.30350436,37898901.28009601,37915311.50435029
20126990839.385887,20133276084.844612,2025-01-03,-457448730.9907707,-457242879.0618285,906684374.3838819,906276366.4154092,1364133105.3746526,1363519245.4772377
23146654213.21026,23153787984.077003,2025-01-04,-1477043021.14213,-1477458070.2311015,3019663373.8243704,3020511899.23239,4496706394.9665,4497969969.463491
24731282264.076553,24738210033.296696,2025-01-05,-682675133.239963,-682586385.4726481,1584628050.8662958,1584422049.2196913,2267303184.106259,2267008434.6923394
26414235612.808414,26421639657.82626,2025-01-06,-1045916935.5575721,-1046212930.0503092,1682953348.7318609,1683429624.5295634,2728870284.289433,2729642554.5798726
26982340710.609,26989993017.554585,2025-01-07,-181404647.70984626,-181483921.5409013,568105097.8005856,568353359.7283239,749509745.5104319,749837281.2692252
27446423629.745144,27454272243.765526,2025-01-08,-118272448.96132523,-118322478.20723766,464082919.1361436,464279226.2109396,582355368.0974689,582601704.4181772
27514039261.39268,27521940480.374485,2025-01-09,-57355645.558259025,-57400268.25050329,67615631.64753786,67668236.60895994,124971277.20579688,125068504.85946323
28604550024.71231,28612965964.774403,2025-01-10,373283719.8910183,373459909.80680966,1090510763.3196292,1091025484.3999188,717227043.4286109,717565574.5931091
28695876989.5374,28704376767.7532,2025-01-11,-566992.6639039814,-567513.1631694734,91326964.82508902,91410802.97879839,91893957.488993,91978316.14196786
29008232162.070404,29016952775.393185,2025-01-12,75563939.46380073,75617363.16900006,312355172.53300565,312576007.63998467,236791233.06920493,236958644.4709846
30313070890.9623,30322356499.454678,2025-01-13,-318614415.1371901,-318752375.1789701,1304838728.8918962,1305403724.061492,1623453144.0290864,1624156099.240462
32063075195.202774,32072607554.302055,2025-01-14,-235089520.82810998,-235122668.45051098,1750004304.2404764,1750251054.847376,1985093825.0685863,1985373723.297887
33022667216.89738,33032099778.4264,2025-01-15,-423424387.86716497,-423380351.73084795,959592021.6946069,959492224.1243457,1383016409.5617719,1382872575.8551936
33732877968.496063,33742357403.9347,2025-01-16,-195158770.98074186,-195171651.4596138,710210751.5986843,710257625.5083005,905369522.5794262,905429276.9679143
34249297461.84358,34258739715.078697,2025-01-17,-119842948.24277222,-119834319.55049694,516419493.3475163,516382311.1439954,636262441.5902885,636216630.6944923
35168413153.28729,35178128383.88278,2025-01-18,-623197042.7812092,-623382132.3029077,919115691.4437168,919388668.8040817,1542312734.224926,1542770801.1069894
36892328760.44385,36905302191.53685,2025-01-19,-645005082.8189147,-646224142.4254427,1723915607.1565535,1727173807.6540675,2368920689.975468,2373397950.07951
37062223771.5058,37075319357.11175,2025-01-20,-69921478.21687573,-69971751.75971434,169895011.06194904,170017165.57490146,239816489.27882478,239988917.3346158
37729920865.952065,37743377007.98901,2025-01-21,-405582811.4890244,-405801826.2072352,667697094.4462651,668057650.8772622,1073279905.9352895,1073859477.0844975
38140326239.749725,38153914121.91165,2025-01-22,17273222.67890203,17278767.383372128,410405373.7976603,410537113.9226411,393132151.11875826,393258346.539269
38757124760.11393,38771071002.216194,2025-01-23,-134057307.54061055,-134135194.83628774,616798520.3642077,617156880.3045421,750855827.9048183,751292075.1408298
38925793760.28489,38939818096.13423,2025-01-24,-97244993.0304681,-97290017.46224108,168669000.1709597,168747093.91803965,265913993.20142782,266037111.38028073
39075770300.947914,39089902769.88307,2025-01-25,14377650.810128778,14388017.096363068,149976540.6630237,150084673.74884188,135598889.85289493,135696656.6524788
