borrow_amount_usd,day,ratio,supply_amount_usd,tvl_amount_usd
0,2025-04-30 00:00:00,1,23328426.51307497,23328426.51307497
0,2025-05-01 00:00:00,1,24853658.742327973,24853658.742327973
0,2025-05-02 00:00:00,1,25802713.924974974,25802713.924974974
0,2025-05-03 00:00:00,1,24745026.793488976,24745026.793488976
0,2025-05-04 00:00:00,1,24759102.374581974,24759102.374581974
0,2025-05-05 00:00:00,1,25367503.235241972,25367503.235241972
0,2025-05-06 00:00:00,1,23722894.198086973,23722894.198086973
0,2025-05-07 00:00:00,1,23809073.544413973,23809073.544413973
0,2025-05-08 00:00:00,1,25355671.60847197,25355671.60847197
0,2025-05-09 00:00:00,1,25269744.678615965,25269744.678615965
0,2025-05-10 00:00:00,1,24781121.315469965,24781121.315469965
0,2025-05-11 00:00:00,1,25070815.864007965,25070815.864007965
0,2025-05-12 00:00:00,1,25091532.996396966,25091532.996396966
0,2025-05-13 00:00:00,1,24605238.214199968,24605238.214199968
0,2025-05-14 00:00:00,1,24239841.793968976,24239841.793968976
0,2025-05-15 00:00:00,1,23993144.867461972,23993144.867461972
0,2025-05-16 00:00:00,1,23751159.865516976,23751159.865516976
0,2025-05-17 00:00:00,1,24508984.156485975,24508984.156485975
0,2025-05-18 00:00:00,1,23650324.889136977,23650324.889136977
0,2025-05-19 00:00:00,1,23856066.97098498,23856066.97098498
0,2025-05-20 00:00:00,1,23787778.316166982,23787778.316166982
0,2025-05-21 00:00:00,1,23737416.632487983,23737416.632487983
0,2025-05-22 00:00:00,1,24188487.778382987,24188487.778382987
0,2025-05-23 00:00:00,1,24109020.07412499,24109020.07412499
0,2025-05-24 00:00:00,1,24767228.112875987,24767228.112875987
0,2025-05-25 00:00:00,1,22736378.622317977,22736378.622317977
0,2025-05-26 00:00:00,1,25541265.226802938,25541265.226802938
0,2025-05-27 00:00:00,1,25656725.64976894,25656725.64976894
0,2025-05-28 00:00:00,1,23808243.41886293,23808243.41886293
0,2025-05-29 00:00:00,1,23903696.334914923,23903696.334914923
0,2025-05-30 00:00:00,1,24303650.521769922,24303650.521769922
0,2025-05-31 00:00:00,1,25595766.915799927,25595766.915799927
0,2025-06-01 00:00:00,1,24680840.817417867,24680840.817417867
0,2025-06-02 00:00:00,1,27344107.287423827,27344107.287423827
0,2025-06-03 00:00:00,1,28049514.900238667,28049514.900238667
0,2025-06-04 00:00:00,1,27695461.634560622,27695461.634560622
0,2025-06-05 00:00:00,1,24515602.564155623,24515602.564155623
0,2025-06-06 00:00:00,1,23761121.83591562,23761121.83591562
0,2025-06-07 00:00:00,1,23561135.07342062,23561135.07342062
0,2025-06-08 00:00:00,1,23141111.32675262,23141111.32675262
0,2025-06-09 00:00:00,1,22525725.35768662,22525725.35768662
